age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207.0,8,98.0,1,failure,yes
49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64.0,6,-1.0,0,unknown,no
40,services,married,secondary,no,0,no,no,unknown,12,jun,543.0,2,-1.0,0,unknown,no
23,technician,single,secondary,no,598,no,no,cellular,30,apr,166.0,1,-1.0,0,unknown,no
29,management,single,tertiary,no,15459,no,no,cellular,26,may,245.0,3,97.0,7,success,no
44,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,94.0,1,-1.0,0,unknown,no
54,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34.0,8,-1.0,0,unknown,no
47,blue-collar,married,primary,no,320,no,no,telephone,30,jul,203.0,2,-1.0,0,unknown,no
33,admin.,married,tertiary,no,640,no,no,cellular,24,jul,318.0,1,-1.0,0,unknown,no
30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158.0,4,-1.0,0,unknown,no
27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177.0,1,-1.0,0,unknown,no
49,management,divorced,tertiary,no,2370,yes,yes,unknown,17,nov,56.0,1,103.0,2,other,no
27,services,single,secondary,no,201,yes,no,unknown,4,jun,172.0,2,-1.0,0,unknown,no
51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136.0,1,359.0,1,failure,no
32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,82.0,3,363.0,2,other,no
30,blue-collar,single,secondary,no,75,yes,no,unknown,16,may,123.0,1,-1.0,0,unknown,no
33,admin.,married,secondary,no,4902,yes,no,cellular,20,nov,110.0,1,-1.0,0,unknown,no
27,blue-collar,single,primary,no,-79,yes,no,unknown,30,may,385.0,5,-1.0,0,unknown,no
75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415.0,7,-1.0,0,unknown,yes
37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73.0,1,-1.0,0,unknown,no
36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243.0,2,-1.0,0,unknown,no
37,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,137.0,2,-1.0,0,unknown,no
35,management,married,tertiary,no,8,yes,no,unknown,23,may,55.0,4,-1.0,0,unknown,no
32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18.0,5,-1.0,0,unknown,no
32,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255.0,2,-1.0,0,unknown,no
35,admin.,married,primary,no,189,yes,no,cellular,11,may,95.0,1,-1.0,0,unknown,no
31,blue-collar,married,primary,no,2,yes,yes,cellular,10,jul,112.0,1,-1.0,0,unknown,no
28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205.0,2,-1.0,0,unknown,no
27,services,married,secondary,no,54,yes,no,cellular,18,may,97.0,1,370.0,1,failure,no
22,student,single,unknown,no,549,no,no,cellular,2,sep,154.0,1,-1.0,0,unknown,no
35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135.0,2,370.0,2,failure,no
69,retired,married,primary,no,579,no,no,cellular,14,aug,230.0,1,-1.0,0,unknown,no
37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349.0,1,-1.0,0,unknown,no
45,admin.,single,secondary,no,0,yes,no,cellular,8,may,38.0,1,-1.0,0,unknown,no
47,management,married,tertiary,no,109,yes,no,cellular,22,jul,268.0,1,-1.0,0,unknown,no
52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94.0,4,-1.0,0,unknown,no
33,services,married,secondary,no,90,yes,no,cellular,28,jul,263.0,2,-1.0,0,unknown,no
60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671.0,4,-1.0,0,unknown,yes
33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197.0,1,-1.0,0,unknown,no
44,admin.,married,secondary,no,2403,yes,no,cellular,28,jan,180.0,2,-1.0,0,unknown,no
38,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452.0,2,-1.0,0,unknown,no
54,entrepreneur,married,secondary,no,653,yes,no,unknown,15,may,352.0,1,-1.0,0,unknown,no
32,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175.0,4,-1.0,0,unknown,no
33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163.0,2,-1.0,0,unknown,no
55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200.0,2,-1.0,0,unknown,no
51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75.0,7,-1.0,0,unknown,no
48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227.0,1,-1.0,0,unknown,no
37,services,single,secondary,no,1050,yes,no,cellular,3,feb,586.0,3,-1.0,0,unknown,no
33,services,single,secondary,no,-56,no,yes,cellular,10,jul,119.0,5,-1.0,0,unknown,no
30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80.0,2,-1.0,0,unknown,no
43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,may,112.0,2,330.0,3,other,no
49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130.0,2,-1.0,0,unknown,no
54,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237.0,3,-1.0,0,unknown,no
31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,377.0,8,-1.0,0,unknown,no
54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335.0,1,-1.0,0,unknown,yes
36,unemployed,married,secondary,no,-129,yes,no,cellular,29,jul,121.0,3,-1.0,0,unknown,no
30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127.0,5,-1.0,0,unknown,no
27,technician,single,secondary,no,158,no,no,unknown,1,jul,650.0,2,-1.0,0,unknown,yes
30,admin.,married,secondary,no,122,yes,no,unknown,16,may,107.0,1,-1.0,0,unknown,no
30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610.0,2,-1.0,0,unknown,no
35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124.0,4,-1.0,0,unknown,no
33,services,divorced,secondary,no,411,yes,no,unknown,8,may,216.0,1,-1.0,0,unknown,no
43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747.0,4,-1.0,0,unknown,no
41,blue-collar,married,secondary,no,-217,yes,no,cellular,11,may,313.0,1,349.0,3,other,no
41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252.0,9,185.0,5,other,yes
46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121.0,1,-1.0,0,unknown,yes
54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799.0,1,-1.0,0,unknown,no
32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883.0,1,674.0,4,failure,no
30,technician,single,tertiary,no,236,yes,no,unknown,16,may,197.0,1,-1.0,0,unknown,no
40,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,271.0,2,-1.0,0,unknown,no
30,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221.0,2,-1.0,0,unknown,no
27,admin.,married,secondary,no,639,no,yes,cellular,14,jul,243.0,3,-1.0,0,unknown,no
41,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72.0,1,-1.0,0,unknown,no
54,services,married,secondary,no,386,yes,no,cellular,2,aug,155.0,2,-1.0,0,unknown,no
32,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70.0,2,-1.0,0,unknown,no
31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280.0,4,-1.0,0,unknown,yes
42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115.0,2,-1.0,0,unknown,no
48,admin.,married,primary,no,607,no,no,unknown,20,jun,29.0,2,-1.0,0,unknown,no
34,blue-collar,married,primary,no,79,yes,no,cellular,14,may,406.0,2,-1.0,0,unknown,no
55,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113.0,3,-1.0,0,unknown,no
49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47.0,2,-1.0,0,unknown,no
46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36.0,2,-1.0,0,unknown,no
47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135.0,2,-1.0,0,unknown,no
24,management,single,tertiary,no,172,no,no,cellular,3,jul,67.0,2,-1.0,0,unknown,no
58,entrepreneur,married,secondary,no,2,no,no,unknown,16,jun,684.0,1,-1.0,0,unknown,no
32,management,single,tertiary,no,41,no,no,cellular,21,aug,686.0,5,-1.0,0,unknown,yes
25,student,single,secondary,no,1116,yes,no,cellular,2,mar,170.0,3,-1.0,0,unknown,no
49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150.0,3,-1.0,0,unknown,no
59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060.0,2,-1.0,0,unknown,yes
30,management,single,tertiary,no,329,yes,no,unknown,6,jun,122.0,16,-1.0,0,unknown,no
46,blue-collar,married,secondary,no,494,yes,no,unknown,26,may,724.0,1,-1.0,0,unknown,no
42,management,married,unknown,no,1519,no,no,cellular,19,oct,230.0,1,92.0,1,success,yes
37,entrepreneur,married,tertiary,no,2685,no,no,unknown,20,jun,187.0,2,-1.0,0,unknown,no
44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,may,179.0,4,-1.0,0,unknown,no
49,services,married,secondary,no,5673,no,yes,cellular,4,aug,357.0,3,-1.0,0,unknown,no
41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82.0,1,-1.0,0,unknown,no
48,technician,married,tertiary,no,0,no,no,telephone,26,aug,176.0,15,-1.0,0,unknown,no
31,management,married,secondary,no,625,yes,no,cellular,7,apr,424.0,1,138.0,1,failure,no
37,student,married,unknown,no,0,no,no,unknown,18,jun,115.0,1,-1.0,0,unknown,no
51,services,married,secondary,no,867,yes,no,cellular,3,feb,177.0,2,211.0,3,failure,no
80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712.0,1,64.0,12,failure,yes
32,management,single,tertiary,no,151,yes,no,unknown,6,may,118.0,1,-1.0,0,unknown,no
48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25.0,7,-1.0,0,unknown,no
49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753.0,1,-1.0,0,unknown,no
30,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124.0,1,-1.0,0,unknown,no
27,self-employed,single,secondary,no,49,yes,no,cellular,30,jan,208.0,2,-1.0,0,unknown,no
34,technician,married,secondary,no,-346,no,no,cellular,13,aug,136.0,4,-1.0,0,unknown,no
49,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081.0,2,-1.0,0,unknown,yes
48,management,married,tertiary,no,60,no,no,telephone,7,may,376.0,2,339.0,7,failure,no
40,services,married,secondary,no,17,no,no,cellular,4,jun,78.0,1,-1.0,0,unknown,no
38,blue-collar,married,secondary,no,2008,yes,no,cellular,18,nov,354.0,1,-1.0,0,unknown,no
46,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29.0,1,356.0,2,failure,no
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209.0,1,191.0,4,failure,no
28,management,single,tertiary,no,1027,yes,no,cellular,14,may,433.0,1,-1.0,0,unknown,no
51,services,married,unknown,no,5801,yes,no,unknown,29,may,147.0,2,-1.0,0,unknown,no
33,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41.0,2,300.0,5,failure,no
26,management,single,tertiary,no,205,no,no,unknown,26,may,111.0,1,-1.0,0,unknown,no
34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108.0,2,-1.0,0,unknown,no
27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411.0,2,-1.0,0,unknown,no
42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108.0,2,-1.0,0,unknown,no
45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224.0,2,-1.0,0,unknown,yes
31,technician,single,secondary,no,628,yes,no,unknown,12,may,1083.0,2,-1.0,0,unknown,no
32,management,single,tertiary,no,311,no,no,unknown,12,may,757.0,2,-1.0,0,unknown,yes
39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57.0,1,-1.0,0,unknown,no
26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95.0,5,-1.0,0,unknown,no
40,management,single,tertiary,no,1509,no,no,cellular,15,mar,144.0,2,124.0,1,failure,no
52,services,married,secondary,no,-888,no,no,cellular,16,jul,135.0,1,-1.0,0,unknown,no
40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176.0,2,-1.0,0,unknown,no
48,technician,married,secondary,no,127,no,yes,cellular,7,aug,524.0,5,-1.0,0,unknown,no
31,services,married,secondary,no,413,yes,no,unknown,13,may,65.0,1,-1.0,0,unknown,no
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653.0,1,334.0,2,success,yes
47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91.0,1,100.0,2,other,yes
28,management,single,secondary,no,171,no,no,cellular,10,mar,93.0,1,-1.0,0,unknown,yes
40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503.0,2,280.0,2,failure,no
34,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186.0,1,327.0,2,failure,no
29,self-employed,married,tertiary,no,751,yes,no,unknown,23,may,121.0,2,-1.0,0,unknown,no
36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452.0,2,-1.0,0,unknown,no
83,retired,married,primary,no,425,no,no,telephone,22,jun,883.0,1,140.0,1,failure,yes
55,services,divorced,primary,no,2923,yes,no,unknown,15,may,104.0,2,-1.0,0,unknown,no
43,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24.0,3,-1.0,0,unknown,no
23,student,single,secondary,no,1021,no,no,telephone,19,jun,79.0,9,-1.0,0,unknown,no
44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178.0,2,-1.0,0,unknown,no
58,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74.0,2,-1.0,0,unknown,no
29,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217.0,1,184.0,7,other,no
30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475.0,1,-1.0,0,unknown,no
29,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127.0,1,-1.0,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,11,mar,101.0,1,-1.0,0,unknown,no
35,housemaid,married,primary,no,0,yes,no,cellular,14,jul,340.0,3,-1.0,0,unknown,no
31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158.0,4,-1.0,0,unknown,no
27,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242.0,1,-1.0,0,unknown,no
47,services,married,secondary,no,2597,yes,no,unknown,16,may,323.0,1,-1.0,0,unknown,no
53,self-employed,married,tertiary,no,2627,yes,yes,unknown,16,jun,18.0,30,-1.0,0,unknown,no
34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68.0,3,-1.0,0,unknown,no
34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134.0,4,-1.0,0,unknown,no
36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113.0,3,-1.0,0,unknown,no
40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43.0,4,-1.0,0,unknown,no
37,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200.0,2,-1.0,0,unknown,no
65,retired,divorced,unknown,no,300,no,no,cellular,2,aug,245.0,2,-1.0,0,unknown,no
53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343.0,4,-1.0,0,unknown,no
28,technician,single,secondary,no,126,no,no,cellular,3,mar,229.0,1,-1.0,0,unknown,no
33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530.0,1,-1.0,0,unknown,no
56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58.0,5,-1.0,0,unknown,no
45,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78.0,2,176.0,1,success,no
39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147.0,1,-1.0,0,unknown,no
28,management,single,tertiary,no,1466,yes,no,cellular,25,jul,40.0,1,-1.0,0,unknown,no
36,blue-collar,married,primary,no,0,yes,no,cellular,18,nov,618.0,2,-1.0,0,unknown,no
41,blue-collar,married,primary,no,951,yes,no,cellular,20,apr,23.0,4,-1.0,0,unknown,no
46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293.0,1,90.0,4,other,yes
41,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,16.0,6,176.0,5,other,no
59,services,married,secondary,no,204,no,no,cellular,23,jul,286.0,2,-1.0,0,unknown,no
24,admin.,married,secondary,no,299,yes,no,cellular,6,may,209.0,1,321.0,1,failure,no
34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935.0,1,-1.0,0,unknown,no
40,blue-collar,married,primary,no,-335,yes,no,unknown,27,may,260.0,1,-1.0,0,unknown,no
42,admin.,married,secondary,no,3165,yes,no,unknown,16,jun,298.0,4,-1.0,0,unknown,no
50,services,married,secondary,no,254,yes,no,cellular,15,apr,397.0,2,337.0,1,failure,no
25,management,single,tertiary,no,553,yes,no,cellular,17,sep,113.0,4,479.0,1,failure,no
51,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76.0,1,-1.0,0,unknown,no
50,management,married,tertiary,no,85,no,yes,cellular,1,jun,141.0,1,-1.0,0,unknown,no
37,blue-collar,married,unknown,no,603,yes,no,unknown,23,may,773.0,2,-1.0,0,unknown,no
21,services,single,secondary,no,361,no,no,telephone,5,jun,329.0,1,95.0,1,other,no
52,blue-collar,married,secondary,no,-98,yes,no,unknown,7,may,423.0,1,-1.0,0,unknown,no
55,retired,married,primary,no,4424,no,no,cellular,5,aug,67.0,4,-1.0,0,unknown,no
26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626.0,1,-1.0,0,unknown,no
38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578.0,2,-1.0,0,unknown,yes
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61.0,1,-1.0,0,unknown,no
31,blue-collar,married,secondary,no,631,yes,no,unknown,23,may,248.0,4,-1.0,0,unknown,no
34,technician,single,secondary,no,341,no,yes,cellular,29,jan,136.0,1,262.0,3,failure,no
33,technician,single,tertiary,no,316,no,no,cellular,21,aug,126.0,3,-1.0,0,unknown,no
35,technician,married,secondary,no,2,no,no,telephone,28,jan,653.0,3,-1.0,0,unknown,no
44,management,married,unknown,no,415,yes,no,telephone,14,may,7.0,7,-1.0,0,unknown,no
48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528.0,1,-1.0,0,unknown,no
29,blue-collar,married,secondary,no,912,yes,no,cellular,13,may,785.0,1,-1.0,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,9,jul,243.0,5,-1.0,0,unknown,no
37,blue-collar,married,primary,no,37,yes,no,cellular,13,may,24.0,2,362.0,1,other,no
44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82.0,1,-1.0,0,unknown,no
36,unemployed,single,tertiary,no,9019,yes,no,unknown,11,jun,952.0,3,-1.0,0,unknown,no
49,blue-collar,divorced,unknown,no,39,yes,no,cellular,13,may,27.0,5,-1.0,0,unknown,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143.0,1,-1.0,0,unknown,no
49,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274.0,6,-1.0,0,unknown,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174.0,1,345.0,4,other,yes
57,admin.,divorced,unknown,no,4012,no,no,cellular,20,nov,915.0,1,-1.0,0,unknown,no
42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115.0,1,-1.0,0,unknown,no
36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222.0,2,-1.0,0,unknown,no
75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341.0,1,-1.0,0,unknown,no
38,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112.0,2,-1.0,0,unknown,no
40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64.0,2,-1.0,0,unknown,no
38,services,single,secondary,no,2253,yes,no,cellular,13,may,937.0,3,-1.0,0,unknown,yes
34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129.0,1,-1.0,0,unknown,no
29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59.0,1,-1.0,0,unknown,no
28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79.0,1,225.0,2,success,no
79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151.0,5,-1.0,0,unknown,no
51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83.0,1,-1.0,0,unknown,no
32,student,single,tertiary,no,0,no,no,cellular,6,aug,101.0,5,3.0,6,other,no
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157.0,3,97.0,2,success,yes
38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57.0,11,366.0,1,other,no
49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176.0,3,-1.0,0,unknown,no
42,services,married,secondary,no,292,yes,no,cellular,11,may,222.0,3,-1.0,0,unknown,no
43,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217.0,4,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252.0,1,-1.0,0,unknown,no
59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063.0,5,-1.0,0,unknown,yes
35,unknown,married,primary,no,365,no,no,cellular,29,aug,41.0,2,-1.0,0,unknown,no
33,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27.0,25,-1.0,0,unknown,no
34,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758.0,2,-1.0,0,unknown,no
64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301.0,3,-1.0,0,unknown,yes
34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574.0,1,-1.0,0,unknown,no
77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847.0,1,60.0,1,success,yes
57,retired,married,primary,no,2927,no,yes,telephone,30,jul,78.0,5,-1.0,0,unknown,no
30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514.0,1,-1.0,0,unknown,no
56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558.0,1,-1.0,0,unknown,yes
49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789.0,2,-1.0,0,unknown,no
73,retired,married,primary,no,1388,no,no,cellular,20,jul,146.0,3,190.0,3,success,no
39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272.0,2,-1.0,0,unknown,no
